Rank,Title,Score,Type,Episodes,Aired_Date,Members
1,Sousou no Frieren,9.25,TV,28,Sep 2023 - Mar 2024,"1,512,841 members"
2,Fullmetal Alchemist: Brotherhood,9.11,TV,64,Apr 2009 - Jul 2010,"3,733,561 members"
3,Re:Zero kara Hajimeru Isekai Seikatsu 4th Season,9.11,TV,19,Apr 2026 - Sep 2026,"326,531 members"
4,Steel Ball Run: JoJo no Kimyou na Bouken,9.08,ONA,?,Mar 2026 -,"232,906 members"
5,Bleach: Sennen Kessen-hen - Kashin-tan,9.07,TV,10,Jul 2026 -,"162,216 members"
6,Steins;Gate,9.07,TV,24,Apr 2011 - Sep 2011,"2,850,604 members"
7,Chainsaw Man Movie: Reze-hen,9.05,Movie,1,Sep 2025 - Sep 2025,"547,116 members"
8,Gintama: The Final,9.05,Movie,1,Jan 2021 - Jan 2021,"188,332 members"
9,Gintama°,9.05,TV,51,Apr 2015 - Mar 2016,"699,105 members"
10,Shingeki no Kyojin Season 3 Part 2,9.05,TV,10,Apr 2019 - Jul 2019,"2,637,503 members"
11,Hunter x Hunter (2011),9.03,TV,148,Oct 2011 - Sep 2014,"3,239,515 members"
12,Ginga Eiyuu Densetsu,9.02,OVA,110,Jan 1988 - Mar 1997,"369,574 members"
13,Gintama',9.02,TV,51,Apr 2011 - Mar 2012,"622,201 members"
14,Gintama': Enchousen,9.02,TV,13,Oct 2012 - Mar 2013,"362,231 members"
15,One Piece Fan Letter,9.00,TV Special,1,Oct 2024 - Oct 2024,"165,780 members"
16,Bleach: Sennen Kessen-hen,8.98,TV,13,Oct 2022 - Dec 2022,"730,535 members"
17,Gintama.,8.98,TV,12,Jan 2017 - Mar 2017,"353,078 members"
18,Kaguya-sama wa Kokurasetai: Ultra Romantic,8.95,TV,13,Apr 2022 - Jun 2022,"1,136,950 members"
19,Clannad: After Story,8.93,TV,24,Oct 2008 - Mar 2009,"1,300,355 members"
20,Fruits Basket: The Final,8.93,TV,13,Apr 2021 - Jun 2021,"574,021 members"
21,Gintama,8.93,TV,201,Apr 2006 - Mar 2010,"1,168,392 members"
22,Koe no Katachi,8.93,Movie,1,Sep 2016 - Sep 2016,"2,659,927 members"
23,Code Geass: Hangyaku no Lelouch R2,8.92,TV,25,Apr 2008 - Sep 2008,"1,982,252 members"
24,Kusuriya no Hitorigoto 2nd Season,8.90,TV,24,Jan 2025 - Jul 2025,"548,009 members"
25,Monster,8.90,TV,74,Apr 2004 - Sep 2005,"1,359,723 members"
26,3-gatsu no Lion 2nd Season,8.89,TV,22,Oct 2017 - Mar 2018,"443,647 members"
27,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.89,Movie,1,Jul 2013 - Jul 2013,"264,975 members"
28,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,8.88,TV,14,Jul 2018 - Oct 2018,"229,554 members"
29,Owarimonogatari 2nd Season,8.86,TV Special,7,Aug 2017 - Aug 2017,"442,491 members"
30,Shingeki no Kyojin: The Final Season - Kanketsu-hen,8.86,TV Special,2,Mar 2023 - Nov 2023,"895,185 members"
31,Kingdom 3rd Season,8.85,TV,26,Apr 2020 - Oct 2021,"137,650 members"
32,Kusuriya no Hitorigoto,8.84,TV,24,Oct 2023 - Mar 2024,"895,027 members"
33,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,8.84,Movie,1,Nov 2024 - Nov 2024,"100,117 members"
34,Sousou no Frieren 2nd Season,8.84,TV,10,Jan 2026 - Mar 2026,"608,691 members"
35,Vinland Saga Season 2,8.83,TV,24,Jan 2023 - Jun 2023,"889,642 members"
36,Violet Evergarden Movie,8.83,Movie,1,Sep 2020 - Sep 2020,"745,106 members"
37,Kimi no Na wa.,8.82,Movie,1,Aug 2016 - Aug 2016,"3,068,045 members"
38,Ashita no Joe 2,8.81,TV,47,Oct 1980 - Aug 1981,"70,371 members"
39,Gintama Movie 3: Yoshiwara Daienjou,8.81,Movie,1,Feb 2026 - Feb 2026,"15,740 members"
40,Gintama. Shirogane no Tamashii-hen,8.81,TV,12,Jan 2018 - Mar 2018,"241,225 members"
41,Shingeki no Kyojin: The Final Season,8.79,TV,16,Dec 2020 - Mar 2021,"2,331,955 members"
42,Hajime no Ippo,8.78,TV,75,Oct 2000 - Mar 2002,"708,684 members"
43,Kizumonogatari III: Reiketsu-hen,8.78,Movie,1,Jan 2017 - Jan 2017,"520,752 members"
44,Mob Psycho 100 II,8.78,TV,13,Jan 2019 - Apr 2019,"1,754,902 members"
45,Shingeki no Kyojin: The Final Season Part 2,8.78,TV,12,Jan 2022 - Apr 2022,"1,598,802 members"
46,Vinland Saga,8.78,TV,24,Jul 2019 - Dec 2019,"1,866,910 members"
47,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.77,TV,10,Oct 2016 - Dec 2016,"1,344,615 members"
48,Sen to Chihiro no Kamikakushi,8.77,Movie,1,Jul 2001 - Jul 2001,"2,053,040 members"
49,Monogatari Series: Second Season,8.76,TV,26,Jul 2013 - Dec 2013,"726,532 members"
50,Cowboy Bebop,8.75,TV,26,Apr 1998 - Apr 1999,"2,084,940 members"
51,Takopii no Genzai,8.74,ONA,6,Jun 2025 - Aug 2025,"352,146 members"
52,86 Part 2,8.73,TV,12,Oct 2021 - Mar 2022,"663,530 members"
53,Hibike! Euphonium 3,8.73,TV,13,Apr 2024 - Jun 2024,"101,703 members"
54,Kingdom 4th Season,8.73,TV,26,Apr 2022 - Oct 2022,"93,740 members"
55,One Piece,8.73,TV,?,Oct 1999 -,"2,725,672 members"
56,Bocchi the Rock!,8.72,TV,12,Oct 2022 - Dec 2022,"822,931 members"
57,Chi. Chikyuu no Undou ni Tsuite,8.72,TV,25,Oct 2024 - Mar 2025,"317,818 members"
58,Jiyi Guanli Ju (2026),8.72,ONA,7,Aug 2026 - Aug 2026,"24,550 members"
59,Kingdom 5th Season,8.72,TV,13,Jan 2024 - Mar 2024,"65,886 members"
60,Mob Psycho 100 III,8.72,TV,12,Oct 2022 - Dec 2022,"886,991 members"
61,Mushishi Zoku Shou 2nd Season,8.72,TV,10,Oct 2014 - Dec 2014,"296,141 members"
62,Boku no Hero Academia: Final Season,8.71,TV,11,Oct 2025 - Dec 2025,"344,529 members"
63,Code Geass: Hangyaku no Lelouch,8.71,TV,25,Oct 2006 - Jul 2007,"2,508,252 members"
64,Ikoku Nikki,8.71,TV,13,Jan 2026 - Mar 2026,"126,972 members"
65,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.71,Movie,1,Dec 2022 - Dec 2022,"396,991 members"
66,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.70,TV,13,Jul 2023 - Sep 2023,"435,945 members"
67,Guimi Zhi Zhu Specials,8.70,ONA,3,Jun 2026 - Jun 2026,"20,565 members"
68,Shiguang Dailiren,8.70,ONA,11,Apr 2021 - Jul 2021,"495,970 members"
69,The First Slam Dunk,8.70,Movie,1,Dec 2022 - Dec 2022,"80,297 members"
70,Jujutsu Kaisen 2nd Season,8.69,TV,23,Jul 2023 - Dec 2023,"1,457,477 members"
71,Mushishi Zoku Shou,8.69,TV,10,Apr 2014 - Jun 2014,"330,288 members"
72,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.69,OVA,4,Feb 1999 - Sep 1999,"294,345 members"
73,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.69,TV,12,Jan 2017 - Mar 2017,"203,910 members"
74,Violet Evergarden,8.69,TV,13,Jan 2018 - Apr 2018,"2,029,183 members"
75,Great Teacher Onizuka,8.68,TV,43,Jun 1999 - Sep 2000,"934,361 members"
76,Kimetsu no Yaiba: Yuukaku-hen,8.68,TV,11,Dec 2021 - Feb 2022,"1,779,204 members"
77,[Oshi no Ko] 3rd Season,8.68,TV,11,Jan 2026 - Mar 2026,"296,425 members"
78,Bleach: Sennen Kessen-hen - Soukoku-tan,8.67,TV,14,Oct 2024 - Dec 2024,"320,829 members"
79,Boku no Kokoro no Yabai Yatsu 2nd Season,8.67,TV,13,Jan 2024 - Mar 2024,"324,699 members"
80,Hajime no Ippo: New Challenger,8.67,TV,26,Jan 2009 - Jul 2009,"332,015 members"
81,Howl no Ugoku Shiro,8.67,Movie,1,Nov 2004 - Nov 2004,"1,511,400 members"
82,Mononoke Hime,8.67,Movie,1,Jul 1997 - Jul 1997,"1,398,371 members"
83,Uma Musume: Cinderella Gray Part 2,8.67,TV,10,Oct 2025 - Dec 2025,"74,655 members"
84,Kingdom 6th Season,8.66,TV,13,Oct 2025 - Dec 2025,"42,590 members"
85,Luo Xiaohei Zhanji 2,8.66,Movie,1,Jul 2025 - Jul 2025,"14,464 members"
86,Tu Bian Yingxiong X,8.66,ONA,24,Apr 2025 - Sep 2025,"267,840 members"
87,Kimetsu no Yaiba Movie 1: Mugenjou-hen - Akaza Sairai,8.65,Movie,1,Jul 2025 - Jul 2025,"422,663 members"
88,Mushishi,8.65,TV,26,Oct 2005 - Jun 2006,"917,935 members"
89,Shingeki no Kyojin Season 3,8.65,TV,12,Jul 2018 - Oct 2018,"2,709,739 members"
90,Tengen Toppa Gurren Lagann,8.65,TV,27,Apr 2007 - Sep 2007,"1,792,343 members"
91,Mo Dao Zu Shi: Wanjie Pian,8.64,ONA,12,Aug 2021 - Oct 2021,"98,336 members"
92,Monogatari Series: Off & Monster Season,8.64,ONA,14,Jul 2024 - Oct 2024,"107,824 members"
93,Shigatsu wa Kimi no Uso,8.64,TV,22,Oct 2014 - Mar 2015,"2,458,482 members"
94,Tian Guan Cifu Er,8.64,ONA,12,Oct 2023 - Jan 2024,"67,320 members"
95,Uma Musume: Pretty Derby - Shin Jidai no Tobira,8.64,Movie,1,May 2024 - May 2024,"66,034 members"
96,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.63,Movie,1,Aug 2020 - Aug 2020,"416,134 members"
97,Natsume Yuujinchou Shi,8.63,TV,13,Jan 2012 - Mar 2012,"268,311 members"
98,Ping Pong the Animation,8.63,TV,11,Apr 2014 - Jun 2014,"447,197 members"
99,Chiikawa,8.62,TV,?,Apr 2022 -,"25,490 members"
100,Cyberpunk: Edgerunners,8.62,ONA,10,Sep 2022 - Sep 2022,"1,110,599 members"
101,Death Note,8.62,TV,37,Oct 2006 - Jun 2007,"4,362,031 members"
102,Haikyuu!! Movie: Gomisuteba no Kessen,8.62,Movie,1,Feb 2024 - Feb 2024,"240,261 members"
103,Made in Abyss,8.62,TV,13,Jul 2017 - Sep 2017,"1,575,393 members"
104,Odd Taxi,8.62,TV,13,Apr 2021 - Jun 2021,"522,273 members"
105,Shiguang Dailiren II,8.62,ONA,12,Jul 2023 - Sep 2023,"179,716 members"
106,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.62,Movie,1,Apr 2009 - Apr 2009,"242,184 members"
107,Guimi Zhi Zhu: Xiaochou Pian,8.61,ONA,13,Jun 2025 - Aug 2025,"227,738 members"
108,Haikyuu!! Second Season,8.61,TV,25,Oct 2015 - Mar 2016,"1,585,503 members"
109,Hajime no Ippo: Rising,8.61,TV,25,Oct 2013 - Mar 2014,"304,235 members"
110,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.61,TV,12,Apr 2020 - Jun 2020,"1,524,332 members"
111,Kenpuu Denki Berserk,8.61,TV,25,Oct 1997 - Apr 1998,"782,063 members"
112,Look Back,8.61,Movie,1,Jun 2024 - Jun 2024,"263,681 members"
113,Natsume Yuujinchou Roku,8.61,TV,11,Apr 2017 - Jun 2017,"207,906 members"
114,Bungou Stray Dogs 5th Season,8.60,TV,11,Jul 2023 - Sep 2023,"268,419 members"
115,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.60,Movie,1,Jan 2020 - Jan 2020,"547,542 members"
116,Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,8.59,TV,12,Jan 2026 - Mar 2026,"572,751 members"
117,Made in Abyss: Retsujitsu no Ougonkyou,8.59,TV,12,Jul 2022 - Sep 2022,"551,353 members"
118,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.59,TV,12,Oct 2021 - Dec 2021,"1,157,456 members"
119,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,Movie,1,Jun 2019 - Jun 2019,"837,719 members"
120,Suzumiya Haruhi no Shoushitsu,8.59,Movie,1,Feb 2010 - Feb 2010,"656,205 members"
121,Dungeon Meshi,8.58,TV,24,Jan 2024 - Jun 2024,"613,093 members"
122,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,TV,39,Oct 2018 - Jul 2019,"1,195,558 members"
123,Mushishi Zoku Shou: Suzu no Shizuku,8.58,Movie,1,May 2015 - May 2015,"142,501 members"
124,Nana,8.58,TV,47,Apr 2006 - Mar 2007,"799,518 members"
125,Shiguang Dailiren III,8.58,ONA,12,Aug 2026 -,"37,051 members"
126,Shin Evangelion Movie:||,8.58,Movie,1,Mar 2021 - Mar 2021,"432,296 members"
127,Shingeki no Kyojin,8.58,TV,25,Apr 2013 - Sep 2013,"4,423,994 members"
128,Natsume Yuujinchou Shichi,8.57,TV,12,Oct 2024 - Dec 2024,"61,051 members"
129,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.57,Movie,1,Jul 1997 - Jul 1997,"1,061,147 members"
130,Uma Musume: Cinderella Gray,8.57,TV,13,Apr 2025 - Jun 2025,"112,027 members"
131,Haikyuu!! To the Top Part 2,8.56,TV,12,Oct 2020 - Dec 2020,"942,725 members"
132,Kizumonogatari II: Nekketsu-hen,8.56,Movie,1,Aug 2016 - Aug 2016,"495,810 members"
133,Natsume Yuujinchou Go,8.56,TV,11,Oct 2016 - Dec 2016,"208,034 members"
134,Natsume Yuujinchou San,8.56,TV,13,Jul 2011 - Sep 2011,"274,419 members"
135,Ookami Kodomo no Ame to Yuki,8.56,Movie,1,Jul 2012 - Jul 2012,"875,723 members"
136,Perfect Blue,8.56,Movie,1,Feb 1998 - Feb 1998,"839,428 members"
137,Slam Dunk,8.56,TV,101,Oct 1993 - Mar 1996,"342,924 members"
138,Steins;Gate 0,8.56,TV,23,Apr 2018 - Sep 2018,"968,890 members"
139,Hotaru no Haka,8.55,Movie,1,Apr 1988 - Apr 1988,"780,769 members"
140,Kimi no Suizou wo Tabetai,8.55,Movie,1,Sep 2018 - Sep 2018,"1,142,583 members"
141,Yojouhan Shinwa Taikei,8.55,TV,11,Apr 2010 - Jul 2010,"502,725 members"
142,Doupo Cangqiong: San Nian Zhi Yue,8.54,ONA,13,Oct 2021 - Jan 2022,"11,826 members"
143,Mushoku Tensei III: Isekai Ittara Honki Dasu,8.54,TV,14,Jul 2026 - Sep 2026,"319,616 members"
144,Shingeki no Kyojin Season 2,8.54,TV,12,Apr 2017 - Jun 2017,"3,064,014 members"
145,Shouwa Genroku Rakugo Shinjuu,8.54,TV,13,Jan 2016 - Apr 2016,"318,003 members"
146,Fate/Zero 2nd Season,8.53,TV,12,Apr 2012 - Jun 2012,"1,207,330 members"
147,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.53,Movie,1,Oct 2020 - Oct 2020,"1,808,703 members"
148,Mushishi: Hihamukage,8.53,TV Special,1,Jan 2014 - Jan 2014,"155,217 members"
149,Nippon Sangoku,8.53,TV,12,Apr 2026 - Jun 2026,"123,355 members"
150,Zoku Natsume Yuujinchou,8.53,TV,13,Jan 2009 - Mar 2009,"268,926 members"
151,Fruits Basket 2nd Season,8.52,TV,25,Apr 2020 - Sep 2020,"594,263 members"
152,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,Movie,1,Apr 2010 - Apr 2010,"179,336 members"
153,Samurai Champloo,8.52,TV,26,May 2004 - Mar 2005,"1,367,961 members"
154,Shoujo☆Kageki Revue Starlight Movie,8.52,Movie,1,Jun 2021 - Jun 2021,"26,873 members"
155,[Oshi no Ko],8.52,TV,11,Apr 2023 - Jun 2023,"1,079,417 members"
156,Bakuman. 3rd Season,8.51,TV,25,Oct 2012 - Mar 2013,"350,284 members"
157,Gintama. Porori-hen,8.51,TV,13,Oct 2017 - Dec 2017,"225,277 members"
158,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.51,TV,39,Apr 2016 - Dec 2016,"1,295,660 members"
159,Kaguya-sama wa Kokurasetai: Otona e no Kaidan,8.51,TV Special,1,Dec 2025 - Dec 2025,"120,105 members"
160,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.51,TV,26,Jan 2004 - Jan 2005,"244,795 members"
161,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.51,Movie,1,Oct 2013 - Oct 2013,"429,308 members"
162,Dr. Stone: Science Future Part 2,8.50,TV,12,Jul 2025 - Sep 2025,"253,562 members"
163,Fanren Xiu Xian Zhuan 4th Season,8.50,ONA,52,Jan 2025 - Jan 2026,"3,520 members"
164,Given Movie 3: Umi e,8.50,Movie,1,Sep 2024 - Sep 2024,"34,741 members"
165,Grand Blue Season 2,8.50,TV,12,Jul 2025 - Sep 2025,"217,349 members"
166,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.50,ONA,14,Dec 2022 - Dec 2022,"325,761 members"
167,Kara no Kyoukai Movie 5: Mujun Rasen,8.50,Movie,1,Aug 2008 - Aug 2008,"255,991 members"
168,Ore dake Level Up na Ken Season 2: Arise from the Shadow,8.50,TV,13,Jan 2025 - Mar 2025,"825,409 members"
169,Sora yori mo Tooi Basho,8.50,TV,13,Jan 2018 - Mar 2018,"560,480 members"
170,[Oshi no Ko] 2nd Season,8.50,TV,13,Jul 2024 - Oct 2024,"540,763 members"
171,Jujutsu Kaisen,8.49,TV,24,Oct 2020 - Mar 2021,"3,107,350 members"
172,Mob Psycho 100,8.49,TV,12,Jul 2016 - Sep 2016,"2,357,231 members"
173,Seihantai na Kimi to Boku 2nd Season,8.49,TV,13,Jul 2026 - Sep 2026,"110,450 members"
174,Yuru Camp△ Season 2,8.49,TV,13,Jan 2021 - Apr 2021,"257,236 members"
175,Aria the Origination,8.48,TV,13,Jan 2008 - Apr 2008,"143,892 members"
176,Ousama Ranking,8.48,TV,23,Oct 2021 - Mar 2022,"771,087 members"
177,Tongari Boushi no Atelier,8.48,TV,13,Apr 2026 - Jun 2026,"443,802 members"
178,Uchuu Kyoudai,8.48,TV,99,Apr 2012 - Mar 2014,"212,749 members"
179,Xian Ni,8.48,ONA,180,Sep 2023 -,"12,789 members"
180,Ansatsu Kyoushitsu 2nd Season,8.47,TV,25,Jan 2016 - Jul 2016,"1,588,992 members"
181,Kaoru Hana wa Rin to Saku,8.47,TV,13,Jul 2025 - Sep 2025,"501,092 members"
182,Nichijou,8.47,TV,26,Apr 2011 - Sep 2011,"995,192 members"
183,One Punch Man,8.47,TV,12,Oct 2015 - Dec 2015,"3,557,720 members"
184,Tian Guan Cifu Short Films,8.47,ONA,?,Feb 2025 -,"12,463 members"
185,Tian Guan Cifu Special,8.47,ONA,1,Feb 2021 - Feb 2021,"61,811 members"
186,Yakusoku no Neverland,8.47,TV,12,Jan 2019 - Mar 2019,"2,181,051 members"
187,Chihayafuru 3,8.46,TV,24,Oct 2019 - Mar 2020,"159,263 members"
188,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.46,Movie,1,Jan 2019 - Jan 2019,"446,188 members"
189,Rainbow: Nisha Rokubou no Shichinin,8.46,TV,26,Apr 2010 - Sep 2010,"429,155 members"
190,Summertime Render,8.46,TV,25,Apr 2022 - Sep 2022,"697,194 members"
191,Yuu☆Yuu☆Hakusho,8.46,TV,112,Oct 1992 - Jan 1995,"762,606 members"
192,Banana Fish,8.45,TV,24,Jul 2018 - Dec 2018,"977,437 members"
193,Chou Kaguya-hime!,8.45,ONA,1,Jan 2026 - Jan 2026,"110,859 members"
194,Dorohedoro Season 2,8.45,ONA,11,Apr 2026 - May 2026,"96,348 members"
195,Gintama: The Semi-Final,8.45,Special,2,Jan 2021 - Jan 2021,"95,472 members"
196,Grand Blue,8.45,TV,12,Jul 2018 - Sep 2018,"927,383 members"
197,Mo Dao Zu Shi: Xian Yun Pian,8.45,ONA,8,Aug 2019 - Sep 2019,"120,378 members"
198,Nezha Zhi Mo Tong Nao Hai,8.45,Movie,1,Jan 2025 - Jan 2025,"12,869 members"
199,Owarimonogatari,8.45,TV,12,Oct 2015 - Dec 2015,"515,818 members"
200,Prism Rondo,8.45,ONA,20,Jan 2026 - Jan 2026,"72,182 members"
201,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,Movie,1,Apr 2013 - Apr 2013,"651,148 members"
202,Hunter x Hunter,8.44,TV,62,Oct 1999 - Mar 2001,"656,710 members"
203,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,8.44,TV,24,Jan 2015 - Jun 2015,"1,272,835 members"
204,Mo Dao Zu Shi,8.44,ONA,15,Jul 2018 - Oct 2018,"259,007 members"
205,Pluto,8.44,ONA,8,Oct 2023 - Oct 2023,"263,671 members"
206,Zoku Owarimonogatari,8.44,TV,6,May 2019 - Jun 2019,"256,362 members"
207,Golden Kamuy 3rd Season,8.43,TV,12,Oct 2020 - Dec 2020,"205,365 members"
208,Haikyuu!!,8.43,TV,25,Apr 2014 - Sep 2014,"2,202,013 members"
209,Medalist 2nd Season,8.43,TV,9,Jan 2026 - Mar 2026,"47,052 members"
210,Tenmaku no Jaadugar,8.43,TV,12,Jul 2026 - Sep 2026,"82,184 members"
211,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.43,Movie,1,Sep 2019 - Sep 2019,"491,702 members"
212,Chainsaw Man,8.42,TV,12,Oct 2022 - Dec 2022,"2,026,530 members"
213,Grand Blue Season 3,8.41,TV,12,Jul 2026 - Sep 2026,"104,011 members"
214,Kono Oto Tomare! Part 2,8.42,TV,13,Oct 2019 - Dec 2019,"206,361 members"
215,Koukaku Kidoutai: Stand Alone Complex,8.42,TV,26,Oct 2002 - Oct 2003,"429,811 members"
216,Mushishi Zoku Shou: Odoro no Michi,8.42,TV Special,1,Aug 2014 - Aug 2014,"112,297 members"
217,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,Movie,1,Sep 2018 - Sep 2018,"85,295 members"
218,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,TV,12,Jan 2021 - Mar 2021,"1,106,746 members"
219,Saenai Heroine no Sodatekata Fine,8.42,Movie,1,Oct 2019 - Oct 2019,"207,680 members"
220,Shingeki no Kyojin: Kuinaki Sentaku,8.42,OVA,2,Dec 2014 - Apr 2015,"571,047 members"
221,Violet Evergarden: Recollections,8.42,TV Special,1,Oct 2021 - Oct 2021,"50,006 members"
222,Bungou Stray Dogs 4th Season,8.41,TV,13,Jan 2023 - Mar 2023,"368,683 members"
223,Gintama: Yorinuki Gintama-san on Theater 2D,8.41,Movie,2,Aug 2012 - Aug 2012,"49,215 members"
224,Kamisama Hajimemashita: Kako-hen,8.41,OVA,4,Aug 2015 - Aug 2016,"187,783 members"
225,Kimi ni Todoke 3rd Season,8.41,ONA,5,Aug 2024 - Aug 2024,"121,346 members"
226,Mononoke,8.41,TV,12,Jul 2007 - Sep 2007,"373,314 members"
227,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.41,TV,16,Oct 2024 - Mar 2025,"543,125 members"
228,Saiki Kusuo no Ψ-nan,8.41,TV,120,Jul 2016 - Dec 2016,"1,276,947 members"
229,Saiki Kusuo no Ψ-nan 2,8.41,TV,24,Jan 2018 - Jun 2018,"734,105 members"
230,Spy x Family,8.41,TV,12,Apr 2022 - Jun 2022,"1,933,404 members"
231,Tian Guan Cifu,8.41,ONA,11,Oct 2020 - Jan 2021,"180,854 members"
232,Doupo Cangqiong: Nian Fan,8.40,ONA,219,Jul 2022 -,"12,852 members"
233,Golden Kamuy: Saishuushou,8.40,TV,13,Jan 2026 - Mar 2026,"65,631 members"
234,Guangyin Zhi Wai,8.40,ONA,26,Dec 2025 - Jun 2026,"2,712 members"
235,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.40,TV,12,Jan 2019 - Mar 2019,"1,971,732 members"
236,Karakai Jouzu no Takagi-san Movie,8.40,Movie,1,Jun 2022 - Jun 2022,"98,606 members"
237,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.40,Movie,1,Aug 2019 - Aug 2019,"902,051 members"
238,Natsume Yuujinchou Roku Specials,8.40,Special,2,Sep 2017 - Oct 2017,"54,591 members"
239,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.40,Movie,1,Feb 2018 - Feb 2018,"504,169 members"
240,Wu Liuqi: Xuanwu Guo Pian,8.40,ONA,10,Jan 2021 - May 2021,"87,217 members"
241,Blue Giant,8.39,Movie,1,Feb 2023 - Feb 2023,"51,288 members"
242,Dandadan,8.39,TV,12,Oct 2024 - Dec 2024,"1,025,414 members"
243,Girls & Panzer: Saishuushou Part 4,8.39,Movie,1,Oct 2023 - Oct 2023,"28,644 members"
244,Houseki no Kuni,8.39,TV,12,Oct 2017 - Dec 2017,"527,267 members"
245,Kimetsu no Yaiba,8.39,TV,26,Apr 2019 - Sep 2019,"3,505,847 members"
246,Made in Abyss Movie 2: Hourou Suru Tasogare,8.39,Movie,1,Jan 2019 - Jan 2019,"168,927 members"
247,Mahou Shoujo Madoka★Magica,8.39,TV,12,Jan 2011 - Apr 2011,"1,432,450 members"
248,Major S5,8.39,TV,25,Jan 2009 - Jun 2009,"76,340 members"
249,Ashita no Joe,8.38,TV,79,Apr 1970 - Sep 1971,"117,423 members"
250,Cowboy Bebop: Tengoku no Tobira,8.38,Movie,1,Sep 2001 - Sep 2001,"416,543 members"
251,Dandadan 2nd Season,8.38,TV,12,Jul 2025 - Sep 2025,"592,227 members"
252,Josee to Tora to Sakana-tachi,8.38,Movie,1,Dec 2020 - Dec 2020,"546,923 members"
253,Kaze ga Tsuyoku Fuiteiru,8.38,TV,23,Oct 2018 - Mar 2019,"339,859 members"
254,Ling Long 2nd Season,8.38,ONA,12,May 2025 - Aug 2025,"2,292 members"
255,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.38,Movie,1,Oct 2012 - Oct 2012,"223,594 members"
256,Medalist,8.38,TV,13,Jan 2025 - Mar 2025,"98,197 members"
257,Ramayana: The Legend of Prince Rama,8.38,Movie,1,Jan 1993 - Jan 1993,"16,009 members"
258,3-gatsu no Lion,8.37,TV,22,Oct 2016 - Mar 2017,"745,090 members"
259,Chihayafuru 2,8.37,TV,25,Jan 2013 - Jun 2013,"254,972 members"
260,Cross Game,8.37,TV,50,Apr 2009 - Mar 2010,"133,763 members"
261,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.37,Movie,1,Mar 2011 - Mar 2011,"23,326 members"
262,Gintama°: Aizome Kaori-hen,8.37,OVA,2,Aug 2016 - Nov 2016,"93,944 members"
263,Haikyuu!! To the Top,8.37,TV,13,Jan 2020 - Apr 2020,"1,067,271 members"
264,Initial D First Stage,8.37,TV,26,Apr 1998 - Dec 1998,"448,331 members"
265,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.37,TV,12,Apr 2024 - Jul 2024,"610,829 members"
266,Shinseiki Evangelion,8.37,TV,26,Oct 1995 - Mar 1996,"2,062,962 members"
267,Vivy: Fluorite Eye's Song,8.37,TV,13,Apr 2021 - Jun 2021,"619,339 members"
268,Yuru Camp△ Movie,8.37,Movie,1,Jul 2022 - Jul 2022,"96,411 members"
269,Barakamon,8.36,TV,12,Jul 2014 - Sep 2014,"721,422 members"
270,Douluo Dalu 2nd Season,8.36,ONA,237,Dec 2018 - Jun 2023,"24,466 members"
